"","Con1","Con2","Con3","Ko1","Ko2","Ko3"
"ENSMUSG00000072940",290,1097,2636,121,806,610
"ENSMUSG00000107819",0,0,0,0,0,0
"ENSMUSG00000030226",12,66,114,20,27,50
"ENSMUSG00000089957",14,0,48,2,5,13
"ENSMUSG00000057497",292,1504,3049,245,1293,1239
"ENSMUSG00000107675",0,0,0,0,0,0
"ENSMUSG00000100166",0,0,0,0,0,0
"ENSMUSG00000107553",0,0,0,0,0,0
"ENSMUSG00000046717",0,2,0,0,0,0
"ENSMUSG00000107686",0,0,0,0,0,0
"ENSMUSG00000108178",0,0,0,0,0,0
"ENSMUSG00000107569",0,0,0,0,0,0
"ENSMUSG00000088903",0,0,0,0,0,0
"ENSMUSG00000108128",0,0,0,0,0,0
"ENSMUSG00000057278",338,1620,4006,254,1238,1364
"ENSMUSG00000107509",0,0,17,0,0,0
"ENSMUSG00000092164",0,0,0,0,0,0
"ENSMUSG00000029998",1114,4630,14051,1032,5128,8723
"ENSMUSG00000001632",279,1314,4943,320,1695,2389
"ENSMUSG00000030271",129,657,1990,107,517,852
"ENSMUSG00000030272",634,4029,7724,502,2873,2951
"ENSMUSG00000108162",0,0,0,0,2,0
"ENSMUSG00000004285",2618,13560,28833,1816,9400,10862
"ENSMUSG00000090685",0,1,0,0,0,0
"ENSMUSG00000030230",2,0,8,0,4,2
"ENSMUSG00000108251",0,0,0,0,0,0
"ENSMUSG00000041791",0,0,0,0,0,0
"ENSMUSG00000107487",0,0,0,0,0,0
"ENSMUSG00000107936",0,0,0,0,0,0
"ENSMUSG00000108047",0,0,0,0,0,0
"ENSMUSG00000107407",0,0,0,0,0,0
"ENSMUSG00002076713",0,0,0,0,0,0
"ENSMUSG00000107572",0,0,0,0,0,0
"ENSMUSG00000108229",0,0,0,0,0,0
"ENSMUSG00002074856",0,0,0,0,0,0
"ENSMUSG00000107891",0,0,0,0,0,0
"ENSMUSG00000048930",548,2720,6818,450,2437,2939
"ENSMUSG00000079426",866,4391,10586,734,4006,4730
"ENSMUSG00000030276",21,99,336,14,87,121
"ENSMUSG00000059022",8,40,213,16,32,60
"ENSMUSG00002076771",0,0,0,0,0,0
"ENSMUSG00000097137",0,0,0,0,0,0
"ENSMUSG00000029771",12,98,410,42,176,156
"ENSMUSG00000051169",39,209,302,16,150,102
"ENSMUSG00000107944",0,21,17,0,7,0
"ENSMUSG00002076012",0,0,0,0,0,0
"ENSMUSG00000030231",399,1323,5261,414,2198,3693
"ENSMUSG00002076174",0,0,0,0,0,0
"ENSMUSG00000107750",0,0,6,2,2,0
"ENSMUSG00000030278",0,0,10,10,8,7
"ENSMUSG00000108018",0,0,0,0,0,0
"ENSMUSG00000051256",1032,5300,11097,816,4290,4963
"ENSMUSG00000012535",720,2909,8410,533,3282,4886
"ENSMUSG00000106904",0,0,0,0,0,8
"ENSMUSG00000001763",368,1449,5053,638,3115,4070
"ENSMUSG00000030232",500,1836,6206,390,2409,3162
"ENSMUSG00000001761",110,410,684,98,647,610
"ENSMUSG00000081564",0,0,2,0,2,2
"ENSMUSG00000079264",0,0,0,0,0,0
"ENSMUSG00000080921",228,852,2400,120,546,576
"ENSMUSG00000108039",0,0,0,0,0,0
"ENSMUSG00000107638",2,4,2,8,6,2
"ENSMUSG00000107613",0,0,0,0,0,0
"ENSMUSG00000107462",0,10,6,2,6,0
"ENSMUSG00000100707",19,47,110,4,35,27
"ENSMUSG00000041741",60,274,558,40,178,461
"ENSMUSG00000107456",0,0,0,0,0,0
"ENSMUSG00000108169",0,0,0,0,0,0
"ENSMUSG00000043088",142,354,1944,188,858,1303
"ENSMUSG00000030281",215,1219,3122,200,1010,1427
"ENSMUSG00000030284",714,3726,10116,528,2643,3788
"ENSMUSG00000045009",62,323,1221,24,246,496
"ENSMUSG00000030286",676,3388,9198,602,3198,3448
"ENSMUSG00002075666",0,0,0,0,0,0
"ENSMUSG00000057230",708,3541,10910,816,4258,7207
"ENSMUSG00000107576",0,8,6,0,2,0
"ENSMUSG00000107688",0,0,0,0,2,0
"ENSMUSG00000029993",396,2288,6576,504,2240,2698
"ENSMUSG00000034023",0,36,89,2,34,105
"ENSMUSG00000107786",0,0,0,0,0,0
"ENSMUSG00000033963",0,0,0,0,0,0
"ENSMUSG00000033940",1558,7187,17775,1416,6687,7316
"ENSMUSG00000107937",0,0,2,0,1,0
"ENSMUSG00000107560",1,8,3,0,0,1
"ENSMUSG00000029992",4740,18326,62528,3174,16845,32869
"ENSMUSG00000090891",2,36,59,24,60,30
"ENSMUSG00000029772",984,3624,11786,799,4304,7691
"ENSMUSG00000107012",0,0,0,0,0,0
"ENSMUSG00000033420",28,46,271,52,242,210
"ENSMUSG00000108195",0,0,0,0,0,0
"ENSMUSG00000107436",0,0,0,0,0,0
"ENSMUSG00000107865",0,0,0,0,0,0
"ENSMUSG00000108006",2,0,3,0,9,42
"ENSMUSG00002074885",0,0,0,0,0,0
"ENSMUSG00000107780",0,0,0,0,0,0
"ENSMUSG00000108143",0,0,1,0,0,0
"ENSMUSG00000030050",0,0,0,0,0,0
"ENSMUSG00000030049",0,0,0,0,0,0
"ENSMUSG00000030048",0,0,0,2,0,2
"ENSMUSG00000030046",0,0,0,0,0,0
"ENSMUSG00000039629",10,148,357,2,74,174
"ENSMUSG00000082036",0,0,0,0,0,0
"ENSMUSG00000065078",0,0,0,0,0,0
"ENSMUSG00000083961",0,0,0,0,0,0
"ENSMUSG00002075342",0,0,0,0,0,0
"ENSMUSG00000030047",10,44,208,28,72,86
"ENSMUSG00000108184",0,0,0,0,0,2
"ENSMUSG00000049409",0,6,0,0,2,6
"ENSMUSG00000108118",0,0,0,0,0,0
"ENSMUSG00000030307",8,8,12,8,0,16
"ENSMUSG00000053004",0,8,30,2,2,18
"ENSMUSG00000058440",414,1517,5258,380,2046,2926
"ENSMUSG00002076693",0,0,0,0,0,0
"ENSMUSG00000076361",0,0,0,0,0,0
"ENSMUSG00000065586",0,0,0,0,0,0
"ENSMUSG00000065619",0,0,0,0,0,0
"ENSMUSG00000103108",6,84,147,4,54,50
"ENSMUSG00000039159",886,4640,13066,1218,5856,8996
"ENSMUSG00000084861",0,0,0,0,0,0
"ENSMUSG00002076836",0,0,0,0,0,0
"ENSMUSG00000039130",152,852,1597,158,824,778
"ENSMUSG00002074950",0,0,0,0,0,0
"ENSMUSG00000030314",362,1746,4627,352,1830,2392
"ENSMUSG00000107411",6,0,12,0,0,0
"ENSMUSG00000118568",0,0,0,0,0,0
"ENSMUSG00000107566",0,0,0,0,0,0
"ENSMUSG00000107395",0,0,0,0,2,0
"ENSMUSG00000029775",912,3622,12988,928,4170,6731
"ENSMUSG00000030315",162,809,2055,340,1432,1964
"ENSMUSG00000030316",106,462,1542,82,555,585
"ENSMUSG00002075515",0,0,0,0,0,0
"ENSMUSG00000107941",0,0,0,0,0,0
"ENSMUSG00000097486",12,112,322,10,74,68
"ENSMUSG00000009394",484,2098,6338,392,2415,3090
"ENSMUSG00000107489",0,0,0,2,0,0
"ENSMUSG00000092004",0,0,0,0,0,0
"ENSMUSG00000030317",0,17,14,0,13,3
"ENSMUSG00000000440",206,990,3845,224,1322,1695
"ENSMUSG00000108141",0,0,2,0,0,0
"ENSMUSG00000107704",2,24,62,0,3,12
"ENSMUSG00000042389",254,1132,2660,118,819,1044
"ENSMUSG00000068011",342,1552,3942,334,1772,1939
"ENSMUSG00000000439",192,918,2984,248,1156,1595
"ENSMUSG00000107949",0,0,0,0,0,0
"ENSMUSG00000029782",320,1076,2818,210,1136,1776
"ENSMUSG00000029784",0,18,28,0,2,4
"ENSMUSG00000071553",4860,35697,51427,4714,49833,18827
"ENSMUSG00000039070",16,46,162,28,222,44
"ENSMUSG00000086854",0,0,0,0,0,0
"ENSMUSG00000000441",214,930,2781,161,1038,1472
"ENSMUSG00000029788",8,52,158,0,16,4
"ENSMUSG00000081805",0,6,72,2,13,8
"ENSMUSG00000107994",38,121,311,29,154,200
"ENSMUSG00000088358",0,0,0,0,0,0
"ENSMUSG00000054446",27194,190854,266237,26099,257245,99872
"ENSMUSG00000059900",18,70,126,94,590,352
"ENSMUSG00002075398",0,0,0,0,0,0
"ENSMUSG00000108204",0,0,4,0,0,2
"ENSMUSG00000030319",246,1458,4536,385,2288,3240
"ENSMUSG00000099163",0,0,0,0,0,0
"ENSMUSG00000057841",5092,30077,62177,4314,25398,23703
"ENSMUSG00000064563",0,0,0,0,0,0
"ENSMUSG00000030321",14,65,80,8,26,30
"ENSMUSG00000107429",0,0,1,0,3,3
"ENSMUSG00000029790",48,434,918,36,226,285
"ENSMUSG00000086542",0,0,0,0,0,0
"ENSMUSG00000083221",0,0,0,0,0,0
"ENSMUSG00000030322",85,83,457,14,105,201
"ENSMUSG00000051855",134,848,1787,103,738,630
"ENSMUSG00002074898",0,0,0,0,0,0
"ENSMUSG00000107825",0,0,0,0,0,0
"ENSMUSG00002074986",0,0,0,0,0,0
"ENSMUSG00000065501",0,0,0,0,0,0
"ENSMUSG00000030323",377,1706,5048,330,1874,2692
"ENSMUSG00000025607",707,2919,9232,502,2849,4315
"ENSMUSG00000030324",0,24,78,10,20,32
"ENSMUSG00000107548",0,0,0,0,0,0
"ENSMUSG00000085321",0,0,0,0,0,0
"ENSMUSG00000039032",0,1,0,0,0,0
"ENSMUSG00000073209",0,4,0,0,0,0
"ENSMUSG00000065610",0,0,0,0,0,0
"ENSMUSG00000065604",0,0,0,0,0,0
"ENSMUSG00000097998",0,0,0,0,1,0
"ENSMUSG00000042279",0,0,12,0,2,0
"ENSMUSG00000087312",0,4,0,0,0,0
"ENSMUSG00000104030",12,4,41,1,0,0
"ENSMUSG00000086922",274,989,2468,218,898,1108
"ENSMUSG00000103220",0,10,10,0,2,0
"ENSMUSG00000030123",452,2368,4672,364,3441,2945
"ENSMUSG00000106867",4,5,0,0,1,2
"ENSMUSG00000030126",661,2753,6588,455,2140,2831
"ENSMUSG00000086931",0,1,0,0,0,0
"ENSMUSG00000092625",3,2,0,0,6,0
"ENSMUSG00000101878",0,0,0,0,0,0
"ENSMUSG00000082474",4,6,36,0,4,6
"ENSMUSG00000108030",14,40,63,6,11,37
"ENSMUSG00000086855",0,0,2,0,0,0
"ENSMUSG00000025609",841,3452,10393,751,3454,5183
"ENSMUSG00000025608",302,1286,3382,202,1708,2181
"ENSMUSG00000086732",0,0,0,0,0,0
"ENSMUSG00000086804",0,3,4,0,0,0
"ENSMUSG00000084973",0,0,0,0,0,0
"ENSMUSG00000107010",0,0,0,0,0,0
"ENSMUSG00000087379",0,0,0,0,0,0
"ENSMUSG00000029766",0,0,0,0,0,0
"ENSMUSG00000085616",0,0,0,0,0,0
"ENSMUSG00000029765",34,132,336,19,202,190
"ENSMUSG00000086720",0,0,0,0,0,1
"ENSMUSG00000086675",0,0,0,0,1,0
"ENSMUSG00000084386",0,0,0,0,0,0
"ENSMUSG00000106873",0,0,0,0,0,0
"ENSMUSG00000024104",461,2028,6719,572,2530,4097
"ENSMUSG00000107577",2,28,72,0,2,4
"ENSMUSG00000053768",1094,5098,12507,824,4238,5203
"ENSMUSG00000085847",0,0,0,0,0,0
"ENSMUSG00000106676",0,0,5,0,0,2
"ENSMUSG00000087777",0,0,0,0,0,0
"ENSMUSG00000082217",0,0,0,0,0,0
"ENSMUSG00000042213",10,20,180,10,85,111
"ENSMUSG00000107497",1,2,25,1,4,7
"ENSMUSG00000029763",708,3526,10522,814,4434,6211
"ENSMUSG00000083728",6,2,0,0,0,0
"ENSMUSG00000107358",0,0,0,0,0,0
"ENSMUSG00000107103",0,14,0,0,0,0
"ENSMUSG00000025702",2110,8154,25360,1900,9866,16200
"ENSMUSG00000077758",0,0,0,1,0,0
"ENSMUSG00000107556",1,16,8,0,0,0
"ENSMUSG00000086762",9,85,168,21,81,96
"ENSMUSG00000025701",2,0,23,0,34,4
"ENSMUSG00000107914",0,0,0,0,0,0
"ENSMUSG00000053391",0,0,0,0,0,0
"ENSMUSG00000053251",0,8,0,0,0,0
"ENSMUSG00000081649",0,0,0,0,0,0
"ENSMUSG00000107906",10,16,36,2,6,14
"ENSMUSG00000029762",138,844,1704,168,1405,729
"ENSMUSG00000081991",0,0,0,0,0,0
"ENSMUSG00000081196",0,0,0,0,0,0
"ENSMUSG00000051046",0,0,0,0,0,0
"ENSMUSG00000050654",0,0,0,0,0,0
"ENSMUSG00000108138",0,0,0,0,0,0
"ENSMUSG00000059878",376,1901,5688,396,1900,2880
"ENSMUSG00000107428",9,6,45,4,10,15
"ENSMUSG00000061758",180,825,2403,140,784,952
"ENSMUSG00000052131",24,16,248,0,85,49
"ENSMUSG00000084965",0,0,0,0,0,0
"ENSMUSG00000042129",286,1052,3964,250,1074,2445
"ENSMUSG00000038871",488,3114,7142,343,2434,2648
"ENSMUSG00000098334",0,0,0,0,0,0
"ENSMUSG00000085187",0,0,0,0,0,0
"ENSMUSG00000048489",140,880,2868,160,898,846
"ENSMUSG00000048108",4,30,26,2,2,10
"ENSMUSG00000088374",0,0,0,0,0,0
"ENSMUSG00000108225",0,0,0,0,0,0
"ENSMUSG00000107415",0,0,0,0,0,0
"ENSMUSG00000107903",0,0,4,0,0,0
"ENSMUSG00000108038",0,0,0,0,0,0
"ENSMUSG00000061353",164,772,1190,164,1326,796
"ENSMUSG00000090549",0,0,0,0,0,0
"ENSMUSG00000107434",0,0,0,0,0,0
"ENSMUSG00000107852",0,0,0,0,0,0
"ENSMUSG00000108020",0,0,0,0,0,0
"ENSMUSG00000099869",0,0,0,0,0,0
"ENSMUSG00000104222",163,597,3088,107,1201,2837
"ENSMUSG00000071237",0,0,2,0,0,0
"ENSMUSG00000059689",342,1597,3775,302,1390,1728
"ENSMUSG00000042097",34,242,748,28,185,367
"ENSMUSG00000099810",0,0,0,0,0,0
"ENSMUSG00000042079",3906,16761,46248,2981,17069,20968
"ENSMUSG00000042087",30,71,270,46,130,130
"ENSMUSG00000107608",4,25,88,0,25,38
"ENSMUSG00000029761",1472,4734,8445,860,5582,7431
"ENSMUSG00000004988",4,4,7,0,4,0
"ENSMUSG00000085382",0,0,0,0,0,0
"ENSMUSG00000060411",0,0,3,0,0,0
"ENSMUSG00002075781",0,0,0,0,0,0
"ENSMUSG00000086834",0,0,0,0,0,0
"ENSMUSG00000082791",4,0,8,0,0,4
"ENSMUSG00000030134",52,154,387,32,212,220
"ENSMUSG00000098583",0,0,0,0,0,0
"ENSMUSG00000042042",418,1344,4215,268,1258,2006
"ENSMUSG00000077787",0,0,0,0,0,0
"ENSMUSG00000038836",156,550,1609,85,582,884
"ENSMUSG00000082920",16,28,131,6,15,28
"ENSMUSG00000082118",0,8,0,0,0,0
"ENSMUSG00000082446",1,0,0,0,0,0
"ENSMUSG00000106707",2,16,30,0,0,1
"ENSMUSG00000057137",13,176,306,27,247,280
"ENSMUSG00000030110",1258,5286,21498,1519,9261,15674
"ENSMUSG00000046806",26,212,563,32,226,251
"ENSMUSG00000107637",0,0,0,0,0,0
"ENSMUSG00000107791",0,0,0,0,0,0
"ENSMUSG00000107933",0,0,0,0,0,0
"ENSMUSG00000030138",527,1801,5275,308,2002,2480
"ENSMUSG00000058486",94,389,1600,124,725,1011
"ENSMUSG00000030145",118,354,984,57,455,575
"ENSMUSG00002076900",0,0,0,0,0,0
"ENSMUSG00000072623",515,2555,6684,320,1748,3156
"ENSMUSG00000118520",0,0,0,0,0,0
"ENSMUSG00000029848",0,0,0,0,0,0
"ENSMUSG00000029847",14,9,152,0,23,62
"ENSMUSG00000007827",36,250,938,70,284,634
"ENSMUSG00000038784",312,1500,4892,403,1705,2409
"ENSMUSG00000038759",394,1889,5885,424,2041,3137
"ENSMUSG00000087808",0,0,0,0,0,0
"ENSMUSG00000073155",443,2329,6540,501,2265,2479
"ENSMUSG00000029843",0,0,0,0,0,0
"ENSMUSG00000047420",6,8,2,4,14,2
"ENSMUSG00000107341",0,0,0,0,0,0
"ENSMUSG00000029840",1740,6460,18321,1044,6690,9270
"ENSMUSG00002075316",0,0,0,0,0,0
"ENSMUSG00000107110",0,0,0,0,0,0
"ENSMUSG00000107145",0,0,18,4,8,12
"ENSMUSG00000077246",0,0,0,0,0,0
"ENSMUSG00000107089",0,0,0,0,2,0
"ENSMUSG00000045613",6,33,98,0,53,17
"ENSMUSG00000070075",0,0,0,0,0,0
"ENSMUSG00000106817",0,0,0,0,0,0
"ENSMUSG00000106872",0,0,0,0,0,0
"ENSMUSG00002075886",0,0,0,0,0,0
"ENSMUSG00000029838",50,58,150,16,56,54
"ENSMUSG00000038665",2,4,50,0,4,0
"ENSMUSG00000029837",0,0,0,0,0,0
"ENSMUSG00000107310",5,22,88,2,34,67
"ENSMUSG00000038648",2004,8695,26854,2022,9670,16823
"ENSMUSG00000038641",8,0,16,2,4,38
"ENSMUSG00000106889",0,0,0,0,0,0
"ENSMUSG00000107035",2,16,118,4,20,14
"ENSMUSG00000080242",1590,8527,25397,1693,8026,9685
"ENSMUSG00000106853",0,0,0,0,4,0
"ENSMUSG00000029833",400,1639,5090,506,2126,3615
"ENSMUSG00000029830",5,19,22,2,26,20
"ENSMUSG00000038600",0,10,20,0,24,2
"ENSMUSG00000029829",0,0,16,0,4,2
"ENSMUSG00000087924",0,0,0,0,0,0
"ENSMUSG00000063455",126,627,2175,180,706,1679
"ENSMUSG00000107026",0,0,0,0,0,0
"ENSMUSG00000047749",64,300,1087,92,406,911
"ENSMUSG00000029826",760,3263,11330,856,4991,7135
"ENSMUSG00000106836",0,0,2,0,0,0
"ENSMUSG00000057696",10,56,204,30,52,98
"ENSMUSG00000056832",244,1076,2804,112,772,1430
"ENSMUSG00000089905",0,0,0,0,0,0
"ENSMUSG00000038538",632,2219,6516,439,1893,2716
"ENSMUSG00000098285",0,0,0,0,0,0
"ENSMUSG00000019689",256,1423,2885,145,794,951
"ENSMUSG00000081670",0,6,114,6,34,22
"ENSMUSG00000029823",1878,5974,18634,1085,5513,9831
"ENSMUSG00000071537",46,201,158,30,214,146
"ENSMUSG00000079598",0,16,16,0,34,10
"ENSMUSG00000061436",132,434,1361,187,644,1803
"ENSMUSG00000029925",18,30,60,20,40,36
"ENSMUSG00000106737",0,0,0,0,0,0
"ENSMUSG00000077339",0,0,0,0,0,0
"ENSMUSG00000100121",0,6,2,0,0,0
"ENSMUSG00000038507",440,2524,6494,556,2814,4031
"ENSMUSG00000106976",0,0,6,0,0,0
"ENSMUSG00000042599",337,1042,3450,203,1349,2182
"ENSMUSG00000115026",11,58,267,25,162,183
"ENSMUSG00000107365",3,0,0,0,0,0
"ENSMUSG00000089422",0,0,0,0,0,0
"ENSMUSG00000029924",1024,4336,11914,839,4105,5936
"ENSMUSG00000029923",111,457,1073,167,522,739
"ENSMUSG00000029922",1249,5529,15961,1284,6157,8285
"ENSMUSG00000068601",0,43,84,11,42,45
"ENSMUSG00000064900",0,0,0,0,0,0
"ENSMUSG00000038456",94,502,828,76,448,702
"ENSMUSG00000085058",0,0,0,0,0,0
"ENSMUSG00000046947",316,1464,4706,222,1422,2050
"ENSMUSG00000086582",0,3,4,0,6,1
"ENSMUSG00000107071",0,0,0,0,0,0
"ENSMUSG00000002416",189,857,1501,81,472,562
"ENSMUSG00000002413",886,3217,10905,861,4071,6978
"ENSMUSG00000091313",0,9,16,0,0,2
"ENSMUSG00000029918",1143,4694,11661,862,4718,5214
"ENSMUSG00000106936",0,0,0,0,0,0
"ENSMUSG00000106827",2,2,2,0,0,0
"ENSMUSG00000057716",196,815,2682,247,1216,2605
"ENSMUSG00000097406",0,0,0,0,0,0
"ENSMUSG00000103331",0,0,0,0,0,0
"ENSMUSG00000102623",0,0,0,0,20,0
"ENSMUSG00000097563",0,0,8,0,2,0
"ENSMUSG00000097484",0,2,0,0,0,1
"ENSMUSG00000102287",0,0,0,0,0,0
"ENSMUSG00000029916",133,594,1350,98,448,660
"ENSMUSG00000037172",1018,4192,12898,846,4369,8207
"ENSMUSG00000037159",10,18,191,14,10,59
"ENSMUSG00000029911",438,2486,6284,304,1656,1796
"ENSMUSG00000052850",0,0,0,0,0,0
"ENSMUSG00000037140",0,0,0,0,0,0
"ENSMUSG00000029909",0,0,0,0,0,0
"ENSMUSG00000107359",0,0,0,0,0,0
"ENSMUSG00000068259",0,0,8,4,0,0
"ENSMUSG00000045514",0,0,0,0,0,0
"ENSMUSG00000029915",4,40,142,0,41,48
"ENSMUSG00000058250",0,0,0,0,0,0
"ENSMUSG00000068587",8,64,120,26,66,116
"ENSMUSG00000102802",0,0,0,0,0,0
"ENSMUSG00000029885",0,0,0,0,0,0
"ENSMUSG00000104084",0,0,0,0,0,0
"ENSMUSG00000076461",0,0,0,0,0,0
"ENSMUSG00000051936",0,0,0,0,0,0
"ENSMUSG00000029883",0,0,0,0,0,0
"ENSMUSG00000063252",0,3,3,0,6,0
"ENSMUSG00000101629",0,0,0,0,0,0
"ENSMUSG00000094808",80,1460,508,28,277,140
"ENSMUSG00000096525",162,2460,1076,40,503,212
"ENSMUSG00000104408",0,0,0,0,0,0
"ENSMUSG00000104105",0,0,0,0,0,0
"ENSMUSG00000103157",0,0,0,0,1,0
"ENSMUSG00000029882",20895,112297,173130,18252,179987,64242
"ENSMUSG00000076462",0,0,0,0,0,0
"ENSMUSG00000076463",0,0,0,0,0,2
"ENSMUSG00000103586",0,0,0,0,0,0
"ENSMUSG00000107486",0,0,0,0,0,0
"ENSMUSG00000076465",0,0,0,0,0,0
"ENSMUSG00000103807",0,0,0,0,0,0
"ENSMUSG00000102622",0,0,0,0,0,0
"ENSMUSG00000103833",0,0,0,0,0,0
"ENSMUSG00000102821",0,0,0,0,0,0
"ENSMUSG00000104198",0,0,0,0,0,0
"ENSMUSG00000091671",0,0,0,0,0,0
"ENSMUSG00000102903",0,0,0,0,0,0
"ENSMUSG00000095574",0,0,0,0,0,0
"ENSMUSG00000051331",444,1925,6080,294,1708,2804
"ENSMUSG00000100867",0,0,0,0,0,0
"ENSMUSG00002074876",0,0,0,0,0,0
"ENSMUSG00000041477",216,722,2476,172,826,971
"ENSMUSG00000041460",105,409,807,76,406,616
"ENSMUSG00000055003",201,732,1954,248,967,1464
"ENSMUSG00000030168",1060,4984,13577,1036,5288,7865
"ENSMUSG00000030170",52,150,700,166,894,1056
"ENSMUSG00000030019",434,2170,7787,429,2715,4150
"ENSMUSG00000030172",207,512,1721,117,803,1315
"ENSMUSG00000108282",0,0,0,0,0,0
"ENSMUSG00000080719",0,0,0,0,0,0
"ENSMUSG00000097831",0,4,10,3,8,0
"ENSMUSG00000030166",104,550,1104,77,517,364
"ENSMUSG00000045962",2155,8820,26594,2402,13568,20828
"ENSMUSG00000089936",62,158,330,18,110,166
"ENSMUSG00000076217",0,0,0,0,0,0
"ENSMUSG00000041377",0,0,2,2,4,0
"ENSMUSG00000119208",0,0,0,0,0,0
"ENSMUSG00000041372",6,46,62,44,173,244
"ENSMUSG00000030177",38,278,858,34,246,420
"ENSMUSG00000030180",504,1722,4814,427,1939,3338
"ENSMUSG00000084454",0,0,0,0,0,0
"ENSMUSG00000002897",268,1364,4144,250,1764,2526
"ENSMUSG00000094626",24,184,698,96,378,544
"ENSMUSG00000058979",387,1670,3921,292,1365,1549
"ENSMUSG00000093739",0,9,28,12,6,33
"ENSMUSG00002075013",0,0,0,0,0,0
"ENSMUSG00000107744",0,0,0,0,0,0
"ENSMUSG00000107901",0,0,0,0,0,0
"ENSMUSG00000107580",0,0,0,0,0,0
"ENSMUSG00000071226",12,40,110,20,62,76
"ENSMUSG00000004902",2,6,25,6,24,4
"ENSMUSG00000019210",3620,18920,54768,3637,16722,21249
"ENSMUSG00002075848",8,0,0,0,0,0
"ENSMUSG00000009112",418,2696,8098,479,2601,4451
"ENSMUSG00000004446",114,660,1226,190,832,870
"ENSMUSG00000108125",0,0,0,0,0,0
"ENSMUSG00000107971",0,0,8,0,0,0
"ENSMUSG00000051586",440,1974,5939,607,3019,4848
"ENSMUSG00000108232",0,0,0,0,0,0
"ENSMUSG00000108171",7,0,10,0,10,0
"ENSMUSG00000097011",0,4,45,0,36,6
"ENSMUSG00000108096",0,8,14,2,16,13
"ENSMUSG00000067825",360,1730,5892,374,1754,2802
"ENSMUSG00000107915",0,0,0,0,12,0
"ENSMUSG00000030137",38,183,433,29,262,157
"ENSMUSG00000086527",0,0,0,0,0,0
"ENSMUSG00000030107",353,2122,6283,400,2306,2754
"ENSMUSG00000030108",0,8,4,2,16,14
"ENSMUSG00002076341",0,0,0,0,0,0
"ENSMUSG00000030109",0,8,24,4,26,24
"ENSMUSG00000040797",32,105,146,30,96,109
"ENSMUSG00000107923",0,0,0,0,0,0
"ENSMUSG00000108223",0,0,0,0,0,0
"ENSMUSG00000107752",0,0,0,0,0,0
"ENSMUSG00000107438",0,0,0,0,0,0
"ENSMUSG00000030111",0,0,6,0,0,0
"ENSMUSG00000107998",0,0,0,0,0,0
"ENSMUSG00000108022",0,0,0,0,0,4
"ENSMUSG00000059908",0,0,0,0,0,0
"ENSMUSG00000107735",0,0,0,0,0,0
"ENSMUSG00000108083",0,0,0,0,0,0
"ENSMUSG00000000693",20,95,73,18,41,78
"ENSMUSG00000099035",0,0,0,0,0,0
"ENSMUSG00000068329",148,891,1943,138,711,756
"ENSMUSG00000009145",16,81,172,2,69,36
"ENSMUSG00000068327",12,72,60,0,68,26
"ENSMUSG00000103189",0,0,2,0,0,6
"ENSMUSG00000069678",192,879,2221,171,728,755
"ENSMUSG00000118678",0,0,0,0,0,0
"ENSMUSG00000107499",0,2,6,0,7,4
"ENSMUSG00000079511",18,19,67,0,13,18
"ENSMUSG00000087578",25,74,180,8,70,48
"ENSMUSG00000030037",0,0,0,0,0,0
"ENSMUSG00000030036",2295,12572,31843,1539,8695,10618
"ENSMUSG00000030035",722,3846,9582,650,3050,4033
"ENSMUSG00000030034",306,1463,3477,277,1382,1423
"ENSMUSG00000108109",1,3,5,0,0,2
"ENSMUSG00000034930",68,275,623,79,258,282
"ENSMUSG00000030032",85,602,1777,76,332,528
"ENSMUSG00000030030",52,180,480,38,213,301
"ENSMUSG00000031865",1780,8997,27176,1831,9785,12990
"ENSMUSG00000085782",0,16,0,0,0,0
"ENSMUSG00000068323",2,0,49,0,6,27
"ENSMUSG00000005667",2217,10813,29207,1829,8993,12178
"ENSMUSG00000108053",0,7,3,0,0,10
"ENSMUSG00000043131",482,2338,6266,444,2494,3550
"ENSMUSG00000045160",586,2258,5896,341,1538,1914
"ENSMUSG00000000942",2,56,122,2,30,26
"ENSMUSG00000038253",10,66,195,28,50,58
"ENSMUSG00000043219",0,0,0,0,3,0
"ENSMUSG00000038236",22,14,14,2,14,8
"ENSMUSG00000038227",2,2,2,2,0,6
"ENSMUSG00000065443",0,0,0,0,0,0
"ENSMUSG00000000938",10,0,0,0,0,4
"ENSMUSG00000038210",0,0,0,0,0,0
"ENSMUSG00000086427",2,0,0,0,0,0
"ENSMUSG00002075397",0,0,0,0,0,0
"ENSMUSG00002075448",0,0,0,0,0,0
"ENSMUSG00002075224",0,0,0,0,0,0
"ENSMUSG00002076021",0,0,0,0,0,0
"ENSMUSG00002076839",0,0,0,0,0,0
"ENSMUSG00002076652",0,0,0,0,0,0
"ENSMUSG00000102373",0,0,0,0,0,0
"ENSMUSG00002076831",0,0,0,0,0,0
"ENSMUSG00002076776",0,0,0,0,0,0
"ENSMUSG00000055408",0,0,0,0,0,0
"ENSMUSG00002076186",0,0,0,0,0,0
"ENSMUSG00002075330",0,0,0,0,0,0
"ENSMUSG00000107463",0,0,0,0,0,0
"ENSMUSG00000056370",20,125,284,34,103,103
"ENSMUSG00000056305",360,2304,4549,240,1960,2418
"ENSMUSG00000108435",1,25,34,6,30,29
"ENSMUSG00000058706",182,489,1361,88,432,688
"ENSMUSG00000055912",151,1100,2422,167,776,878
